iter	Passed	Remaining
399	77728	19432
400	77925	19238
401	78127	19045
402	78379	18865
403	78686	18697
404	78821	18489
405	79085	18310
406	79246	18107
407	79414	17907
408	79577	17705
409	79743	17504
410	79984	17320
411	80161	17121
412	80331	16922
413	80594	16741
414	80863	16562
415	81146	16385
416	81316	16185
417	81498	15987
418	81646	15783
419	81793	15579
420	81921	15372
421	82051	15165
422	82184	14960
423	82324	14756
424	82461	14551
425	82594	14347
426	82823	14159
427	82959	13955
428	83218	13772
429	83414	13579
430	83712	13401
431	83912	13208
432	84183	13026
433	84346	12826
434	84505	12627
435	84723	12436
436	85032	12258
437	85226	12063
438	85407	11867
439	85561	11667
440	85723	11468
441	85918	11274
442	86068	11074
443	86217	10874
444	86360	10673
445	86493	10472
446	86643	10273
447	86775	10072
448	86894	9869
449	87036	9670
450	87244	9478
451	87553	9297
452	87780	9107
453	87986	8914
454	88270	8730
455	88563	8545
456	88787	8354
457	88948	8156
458	89142	7962
459	89412	7774
460	89582	7578
461	89877	7392
462	90015	7193
463	90183	6996
464	90314	6797
465	90444	6598
466	90683	6408
467	90843	6211
468	91020	6016
469	91285	5826
470	91546	5636
471	91719	5440
472	91868	5244
473	92108	5052
474	92339	4859
475	92486	4663
476	92647	4467
477	92775	4269
478	92918	4073
479	93063	3877
480	93186	3680
481	93310	3484
482	93463	3289
483	93603	3094
484	93752	2899
485	93896	2704
486	94023	2509
487	94143	2315
488	94273	2120
489	94397	1926
490	94607	1734
491	94790	1541
492	94909	1347
493	95053	1154
494	95256	962
495	95399	769
496	95534	576
497	95654	384
498	95815	192
499	95958	0
